score,suitability,format,unknown_class_count,missing_model_count,name,path,features,reason,unknown_classes,missing_models
-9,不推荐,ui,9,7,一键生成室内设计.json,D:\ComfyUI-Models\comfyui_workflow\FLUX工作流合集\FLUX室内设计效果图精准渲染工作流\一键生成室内设计.json,image_input;prompt,lip、depth、canny、NSFW/需安全改写,ChinesePrompt_Mix;DF_Image_scale_to_side;LayerMask: LoadFlorence2Model;LayerUtility: Florence2Image2Prompt;ReduxAdvanced;Seed_;ShowText|pysssss;TextInput_;easy imageSize,control_v11p_sd15_canny_fp16.safetensors;control_v11f1p_sd15_depth_fp16.safetensors;AD_老王SD1.5_ARCH_入门版.safetensors;绘梦逸境 F.1  _ 建筑室内设计大模型 _ 空间景观_beta1.5.safetensors;sigclip_vision_patch14_384.safetensors;flux1-redux-dev.safetensors;2xNomosUni_span_multijpg_ldl.safetensors
-9,不推荐,ui,9,7,一键生成室内设计.json,D:\ComfyUI-Models\comfyui_workflow\FLUX工作流合集\flux室内精准渲染工作流\工作流\一键生成室内设计.json,image_input;prompt,lip、depth、canny、NSFW/需安全改写,ChinesePrompt_Mix;DF_Image_scale_to_side;LayerMask: LoadFlorence2Model;LayerUtility: Florence2Image2Prompt;ReduxAdvanced;Seed_;ShowText|pysssss;TextInput_;easy imageSize,control_v11p_sd15_canny_fp16.safetensors;control_v11f1p_sd15_depth_fp16.safetensors;AD_老王SD1.5_ARCH_入门版.safetensors;绘梦逸境 F.1  _ 建筑室内设计大模型 _ 空间景观_beta1.5.safetensors;sigclip_vision_patch14_384.safetensors;flux1-redux-dev.safetensors;2xNomosUni_span_multijpg_ldl.safetensors
-9,不推荐,ui,13,4,电商产品摄影工作流.json,D:\ComfyUI-Models\comfyui_workflow\FLUX工作流合集\Flux电商产品快速生成工作流\工作流\电商产品摄影工作流.json,image_input;prompt,lip、NSFW/需安全改写,CR Color Panel;DetailTransfer;ICLightConditioning;LayerColor: AutoAdjustV2;LayerColor: Color of Shadow & Highlight;LayerFilter: GaussianBlur;LayerMask: SegmentAnythingUltra V2;LayerUtility: GetColorToneV2;LayerUtility: HLFrequencyDetailRestore;LayerUtility: ImageBlendAdvance V2;LayerUtility: LaMa;LoadAndApplyICLightUnet;MaskPreview+,vae-ft-mse-840000-ema-pruned.ckpt;flux1-dev-fp8.safetensors;majicMIX realistic 麦橘写实_v7.safetensors;iclight_sd15_fc.safetensors
-9,不推荐,ui,13,8,一键生成室内设计.json,D:\ComfyUI-Models\comfyui_workflow\电商，换脸，转绘，老照片修复等等工作流\建筑、室内、景观通用！告别繁琐建模渲染！Comfy UI 工作流助你快速实现建筑室内白模+风格迁移 ！\工作流\一键生成室内设计.json,image_input;prompt,lip、depth、canny、修复、NSFW/需安全改写,CR Simple Image Compare;CR Text Concatenate;ChinesePrompt_Mix;DF_Image_scale_to_side;GetNode;LayerMask: LoadFlorence2Model;LayerUtility: Florence2Image2Prompt;ReduxAdvanced;Seed_;SetNode;ShowText|pysssss;TextInput_;easy imageSize,control_v11f1p_sd15_depth_fp16.safetensors;control_v11p_sd15_canny_fp16.safetensors;2xNomosUni_span_multijpg_ldl.safetensors;AD_老王SD1.5_ARCH_入门版.safetensors;法式奶油风室内设计_French Cream Style _V1.0.safetensors;绘梦逸境 F.1  _ 建筑室内设计大模型 _ 空间景观_beta1.5.safetensors;flux1-redux-dev.safetensors;sigclip_vision_patch14_384.safetensors
-9,不推荐,ui,14,4,02.Flux_inpaint电商产品图.json,D:\ComfyUI-Models\comfyui_workflow\4.工作流\workflows\3.图生图片类\02.Flux_inpaint电商产品图.json,image_input;prompt,lip、NSFW/需安全改写,CR Color Panel;DetailTransfer;ICLightConditioning;LayerColor: AutoAdjustV2;LayerColor: Color of Shadow & Highlight;LayerFilter: GaussianBlur;LayerMask: SegmentAnythingUltra V2;LayerUtility: GetColorToneV2;LayerUtility: HLFrequencyDetailRestore;LayerUtility: ImageBlendAdvance V2;LayerUtility: LaMa;LoadAndApplyICLightUnet;MarkdownNote;MaskPreview+,flux1-dev-fp8-with_clip_vae.safetensors;majicmixRealistic_v7.safetensors;vaeFtMse840000Ema_v10.safetensors;iclight_sd15_fc_unet_ldm.safetensors
-10,不推荐,ui,6,5,Flux.1 文生图.json,D:\ComfyUI-Models\comfyui_workflow\电商，换脸，转绘，老照片修复等等工作流\nsfw邪修工作流（万相）\工作流\Flux.1 文生图.json,prompt,lip、pose、修复、NSFW/需安全改写,GetNode;SetNode;TTP_Image_Assy;TTP_Image_Tile_Batch;TTP_Tile_image_size;easy imageBatchToImageList,2xNomosUni_span_multijpg_ldl.safetensors;F.1胸部身材调节器_升级版.safetensors;麦橘超然majicFlus_v1.safetensors;Flux Dev模型4步出图lora_Flux Dev模型4步出图lora_Flux Dev 4-step.safetensors;抖音小红书极致真人写实—大胸美女_涨粉升级版.safetensors
-10,不推荐,ui,12,5,Ps电商产品换背景V4+ICLight+Flux保留产品文字.json,D:\ComfyUI-Models\comfyui_workflow\FLUX工作流合集\PS+comfyui电商第二季\工作流\Ps电商产品换背景V4+ICLight+Flux保留产品文字.json,image_input;prompt,lip、NSFW/需安全改写,Get Image From Photoshop Layer;ICLightApplyMaskGrey;ICLightConditioning;Image Blend by Mask;Image Blending Mode;Image Levels Adjustment;ImageGaussianBlur;ImageResize+;InspyrenetRembg;LoadAndApplyICLightUnet;Send Images To Photoshop;easy imageDetailTransfer,2xNomosUni_span_multijpg_ldl.safetensors;flux1-dev-fp8.safetensors;iclight_sd15_fc_unet_ldm.safetensors;写实：majicMIX realistic 麦橘写实_v7.safetensors;林鹤-物华天宝-电商商业产品建模渲染高级感辅助lora_v1.safetensors
-10,不推荐,ui,18,6,01.BrushNet_电商产品图.json,D:\ComfyUI-Models\comfyui_workflow\4.工作流\workflows\3.图生图片类\01.BrushNet_电商产品图.json,image_input;prompt,lip、修复、NSFW/需安全改写,BrushNet;BrushNetLoader;CR Color Panel;DetailTransfer;Fast Groups Muter (rgthree);ICLightConditioning;LayerColor: AutoAdjustV2;LayerColor: Color of Shadow & Highlight;LayerFilter: GaussianBlur;LayerMask: SegmentAnythingUltra V2;LayerUtility: GetColorToneV2;LayerUtility: HLFrequencyDetailRestore;LayerUtility: ImageBlendAdvance V2;LayerUtility: LaMa;LoadAndApplyICLightUnet,JunhaoZhuangPowerPaint-v2-1.safetensors;random_mask_brushnet_ckpt.safetensors;flux1-dev-fp8-with_clip_vae.safetensors;iclight_sd15_fc_unet_ldm.safetensors;majicmixRealistic_v7.safetensors;vaeFtMse840000Ema_v10.safetensors
-11,不推荐,ui,15,7,03.Flux_Redux电商产品图.json,D:\ComfyUI-Models\comfyui_workflow\4.工作流\workflows\3.图生图片类\03.Flux_Redux电商产品图.json,image_input;prompt,lip、canny、NSFW/需安全改写,CR Color Panel;DetailTransfer;ICLightConditioning;LayerColor: AutoAdjustV2;LayerColor: Color of Shadow & Highlight;LayerFilter: GaussianBlur;LayerMask: SegmentAnythingUltra V2;LayerUtility: GetColorToneV2;LayerUtility: HLFrequencyDetailRestore;LayerUtility: ImageBlendAdvance V2;LayerUtility: LaMa;LoadAndApplyICLightUnet;MarkdownNote;MaskPreview+;ReduxAdvanced,flux1-redux-dev.safetensors;sigclip_vision_patch14_384.safetensors;flux1-dev-fp8-with_clip_vae.safetensors;flux1-canny-dev-lora.safetensors;vaeFtMse840000Ema_v10.safetensors;majicmixRealistic_v7.safetensors;iclight_sd15_fc_unet_ldm.safetensors
-13,不推荐,ui,4,7,AI实时绘画 工作流（绘画板）.json,D:\ComfyUI-Models\comfyui_workflow\电商，换脸，转绘，老照片修复等等工作流\火锅的工作流都在这里面\AI实时绘画 工作流（绘画板）.json,prompt,lip、修复、NSFW/需安全改写,ControlNetLoaderAdvanced;KSampler (Efficient);UltralyticsDetectorProvider;Upscale Model Loader,C4D渲染风格（Q版）_v1.23.safetensors;control_v11f1e_sd15_tile.pth;4x-UltraSharp.pth;lcm-lora-sdv1-5.safetensors;meinamix_meinaV11.safetensors;RealESRGAN_x4plus_anime_6B.pth;meinapastel_V4.safetensors
-13,不推荐,ui,5,2,10.XY对比的应用.json,D:\ComfyUI-Models\comfyui_workflow\4.工作流\workflows\2.文生图片类\10.XY对比的应用.json,,lip、NSFW/需安全改写,Efficient Loader;KSampler (Efficient);MarkdownNote;XY Input: Manual XY Entry;XY Plot,majicmixRealistic_v7.safetensors;vaeFtMse840000Ema_v10.safetensors
